"runId","processingRound","relName","relId","scoreDuringRun","rankingDuringRun","runFoundPredictor","relationshipCorrectPredictions","relationshipIncorrectPredictions","relationshipMadeAllCorrectPredictions","usedToMakeFinalPrediction","label_notNullRowsInTable","label_uniqueRowsInTable","label_numRowsInTable","label_nullRowsInTable","label_numAncestorAtts","label_depth","label_guessedType","label_isDuplicate","label_isAlmostDuplicate","label_bestTargetAttRowsCovered","label_bestPercentageOfTargetAttCovered","label_bestTargetAttTotalLength","label_bestTargetAttRows","label_bestAimForScore","label_totalLength","label_firstRowLength","label_averageRowLength","label_numParents","label_generatedByConstantCreator","label_bestCoveringRows","label_bestCoveringPercentageAvg","label_inputToRelationships","label_RRAToRelationships","label_datatableAttsUsedInRelationships","label_datatableAttsUsedAsRRAsInRelationships","rra_notNullRowsInTable","rra_uniqueRowsInTable","rra_numRowsInTable","rra_nullRowsInTable","rra_numAncestorAtts","rra_depth","rra_guessedType","rra_isDuplicate","rra_isAlmostDuplicate","rra_bestTargetAttRowsCovered","rra_bestPercentageOfTargetAttCovered","rra_bestTargetAttTotalLength","rra_bestTargetAttRows","rra_bestAimForScore","rra_totalLength","rra_firstRowLength","rra_averageRowLength","rra_numParents","rra_generatedByConstantCreator","rra_bestCoveringRows","rra_bestCoveringPercentageAvg","rra_inputToRelationships","rra_RRAToRelationships","rra_datatableAttsUsedInRelationships","rra_datatableAttsUsedAsRRAsInRelationships","firstInput_notNullRowsInTable","firstInput_uniqueRowsInTable","firstInput_numRowsInTable","firstInput_nullRowsInTable","firstInput_numAncestorAtts","firstInput_depth","firstInput_guessedType","firstInput_isDuplicate","firstInput_isAlmostDuplicate","firstInput_bestTargetAttRowsCovered","firstInput_bestPercentageOfTargetAttCovered","firstInput_bestTargetAttTotalLength","firstInput_bestTargetAttRows","firstInput_bestAimForScore","firstInput_totalLength","firstInput_firstRowLength","firstInput_averageRowLength","firstInput_numParents","firstInput_generatedByConstantCreator","firstInput_bestCoveringRows","firstInput_bestCoveringPercentageAvg","firstInput_inputToRelationships","firstInput_RRAToRelationships","firstInput_datatableAttsUsedInRelationships","firstInput_datatableAttsUsedAsRRAsInRelationships"
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","BestColumnLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString'ToRows-0(getInputFromFile()) (t565_0.1)
From:SplitOnString-ToRows-0(htmlText(getInputFromFile())) (t576_0.1) 

","1589845021",NULL,NULL,"1","0","0","1","0","13","13","13","0","2","5",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","13","13","13","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","13","13","13","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","BestColumnLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString\nToRows-0(getInputFromFile()) (t563_0.1)
From:SplitOnString\tToRows-0(getInputFromFile()) (t557_0.1) 

","240961758",NULL,NULL,"1","0","0","1","0","6","6","6","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","2","7","1","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","7","7","7","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","BestColumnLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString-ToColumns-1(SplitOnString\nToRows-1(getInputFromFile())) (t563_0.5)
From:SplitOnString-ToColumns-1(SplitOnString\tToRows-1(getInputFromFile())) (t557_1.11) 

","-549679312",NULL,NULL,"1","0","0","1","0","6","2","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","2","7","1","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","2","7","1","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","BestColumnLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString-ToColumns-1(SplitOnString\nToRows-1(getInputFromFile())) (t563_0.5)
From:DateToDateParts-1(SplitOnString\nToRows-1(getInputFromFile())) (t559_0.4) 

","-1463194555",NULL,NULL,"1","0","0","1","0","6","2","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","6","0","2","5",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0","6","2","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","1","1","0"
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","BestColumnLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString-ToColumns-1(SplitOnString\nToRows-1(getInputFromFile())) (t563_0.5)
From:DateToDateParts-1(ReadTSVToTable-1(getInputFromFile())) (t562_0.5) 

","-447678114",NULL,NULL,"1","0","0","1","0","6","2","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","6","0","2","5",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0","6","2","6","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","1","1","0"
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","BestColumnLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString-ToColumns-1(SplitOnString\nToRows-1(getInputFromFile())) (t563_0.5)
From:SplitOnString-ToColumns-1(SplitOnString\n201ToRows-1(getInputFromFile())) (t556_1.14) 

","-637560729",NULL,NULL,"1","0","0","1","0","6","2","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","6","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0","6","2","6","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","1","1","0"
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","ZeroLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString\r\nToRows-0(SplitOnString\nToRows-1(getInputFromFile())) (t563_0.3)
From:
","-417544549",NULL,NULL,"1","0","0","1","0","6","1","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","2","7","1","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","ZeroLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString\r\nToRows-0(SplitOnString\nToRows-1(getInputFromFile())) (t563_0.3)
From:
","-863572543",NULL,NULL,"1","0","0","1","0","6","1","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","6","0","2","5",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","ZeroLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString\r\nToRows-0(SplitOnString\nToRows-1(getInputFromFile())) (t563_0.3)
From:
","-1637480883",NULL,NULL,"1","0","0","1","0","6","1","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","6","0","2","5",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","ZeroLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString\r\nToRows-0(SplitOnString\nToRows-1(getInputFromFile())) (t563_0.3)
From:
","292694781",NULL,NULL,"1","0","0","1","0","6","1","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","6","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitEndsToColumns-0(SplitOnString\nToRows-1(getInputFromFile())) (t563_1.12)
From:
","-976720537",NULL,NULL,"1","0","0","1","0","6","1","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","2","7","1","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitEndsToColumns-0(SplitOnString\nToRows-1(getInputFromFile())) (t563_1.12)
From:
","-1422748531",NULL,NULL,"1","0","0","1","1","6","1","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","6","0","2","5",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitEndsToColumns-0(SplitOnString\nToRows-1(getInputFromFile())) (t563_1.12)
From:
","2098310425",NULL,NULL,"1","0","0","1","0","6","1","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","6","0","2","5",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitEndsToColumns-0(SplitOnString\nToRows-1(getInputFromFile())) (t563_1.12)
From:
","-266481207",NULL,NULL,"1","0","0","1","0","6","1","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","6","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString'ToColumns-0(SplitOnString\nToRows-1(getInputFromFile())) (t563_0.9)
From:
","701553264",NULL,NULL,"1","0","0","1","0","6","1","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","2","7","1","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString'ToColumns-0(SplitOnString\nToRows-1(getInputFromFile())) (t563_0.9)
From:
","255525270",NULL,NULL,"1","0","0","1","0","6","1","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","6","0","2","5",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString'ToColumns-0(SplitOnString\nToRows-1(getInputFromFile())) (t563_0.9)
From:
","-518383070",NULL,NULL,"1","0","0","1","0","6","1","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","6","0","2","5",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString'ToColumns-0(SplitOnString\nToRows-1(getInputFromFile())) (t563_0.9)
From:
","1411792594",NULL,NULL,"1","0","0","1","0","6","1","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","6","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitEndsToColumns-1(SplitOnString\nToRows-1(getInputFromFile())) (t563_1.13)
From:SplitOnString\nToRows-1(getInputFromFile()) (t559_0.2) 

","-1701395782",NULL,NULL,"1","0","0","1","1","6","6","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","6","0","2","5",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0","6","6","6","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","1","1","0"
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","ZeroLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString\r\nToRows-0(SplitOnString'ToRows-1(getInputFromFile())) (t565_0.3)
From:
","-644701443",NULL,NULL,"1","0","0","1","0","13","1","13","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","13","13","13","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","ZeroLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString\r\nToRows-0(SplitOnString'ToRows-1(getInputFromFile())) (t565_0.3)
From:
","-1290113546",NULL,NULL,"1","0","0","1","0","13","1","13","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","13","13","13","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","2","4","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitOnString-ToColumns-2(SplitOnString,ToRows-1(getInputFromFile())) (t564_0.7)
From:SplitOnString-ToColumns-2(SplitOnString\nToRows-1(getInputFromFile())) (t559_0.9) 

","1885601552",NULL,NULL,"1","0","0","1","0","6","6","13","7","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","6","0","2","5",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0","6","6","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","1","1","0"
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitOnString-ToColumns-2(SplitOnString,ToRows-1(getInputFromFile())) (t564_0.7)
From:SplitOnString-ToColumns-2(SplitOnString\n201ToRows-1(getInputFromFile())) (t556_1.15) 

","-1667051320",NULL,NULL,"1","0","0","1","0","6","6","13","7","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","6","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0","6","6","6","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","1","1","0"
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitOnString-ToColumns-0(SplitOnString\nToRows-1(getInputFromFile())) (t563_0.4)
From:DateToDateParts-0(SplitOnString\tToRows-1(getInputFromFile())) (t557_0.3) 

","-1089499019",NULL,NULL,"1","0","0","1","0","6","2","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","2","7","1","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","7","2","7","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitOnString-ToColumns-0(SplitOnString\nToRows-1(getInputFromFile())) (t563_0.4)
From:DateToDateParts-0(SplitOnString\nToRows-1(getInputFromFile())) (t559_0.3) 

","-1704225812",NULL,NULL,"1","0","0","1","0","6","2","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","6","0","2","5",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0","6","2","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","1","1","0"
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitOnString-ToColumns-0(SplitOnString\nToRows-1(getInputFromFile())) (t563_0.4)
From:DateToDateParts-0(ReadTSVToTable-1(getInputFromFile())) (t562_0.4) 

","1676787453",NULL,NULL,"1","0","0","1","0","6","2","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","6","0","2","5",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0","6","2","6","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","1","1","0"
"testdata/excel20NumbersAsRow.txttestdata/excel20NumbersAsColumnPrefixBob.txt2014-08-22 13:12:04","1","BestColumnLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString\nBobToRows-0(getInputFromFile()) (t600_0.1)
From:SplitOnString\tToRows-0(getInputFromFile()) (t597_0.1) 

","1011194181",NULL,NULL,"1","0","0","1","0","20","20","20","0","2","5",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","20","20","20","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","20","20","20","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/excel20NumbersAsRow.txttestdata/excel20NumbersAsColumnPrefixBob.txt2014-08-22 13:12:04","1","BestColumnLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString\nToRows-0(getInputFromFile()) (t599_0.1)
From:SplitOnString\tToRows-0(getInputFromFile()) (t597_0.1) 

","-82488395",NULL,NULL,"1","0","0","1","1","20","20","20","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","20","20","20","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","20","20","20","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/excel20NumbersAsRow.txttestdata/excel20NumbersAsColumnPrefixBob.txt2014-08-22 13:12:04","2","BestColumnLearner
Correct Training Predictions: 0 / 0
Label:SplitAtCharacterIdxToColumns-1(SplitOnString\nToRows-1(getInputFromFile())) (t599_0.6)
From:SplitCharactersToRows-1(getInputFromFile()) (t598_0.2) 

","1754720411",NULL,NULL,"1","0","0","1","1","20","9","20","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","20","2","39","19","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","39","10","39","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/excel20NumbersAsRow.txttestdata/excel20NumbersAsColumnPrefixBob.txt2014-08-22 13:12:04","2","BestColumnLearner
Correct Training Predictions: 0 / 0
Label:SplitAtCharacterIdxToColumns-1(SplitOnString\nToRows-1(getInputFromFile())) (t599_0.6)
From:SplitOnString\tToRows-1(getInputFromFile()) (t597_0.2) 

","-215984146",NULL,NULL,"1","0","0","1","1","20","9","20","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","20","20","20","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","2","4","2","0","20","9","20","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","2","2","0"
"testdata/excel20NumbersAsRow.txttestdata/excel20NumbersAsColumnPrefixBob.txt2014-08-22 13:12:04","2","WekaLinearRegressionIntegerLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString\nBobToRows-0(getInputFromFile()) (t600_0.1)
From:SplitCharactersToRows-0(getInputFromFile()) (t598_0.1) 

","-1430561760",NULL,NULL,"1","0","0","1","0","20","20","20","0","2","5",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","20","2","39","19","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","39","39","39","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/excel20NumbersAsRow.txttestdata/excel20NumbersAsColumnPrefixBob.txt2014-08-22 13:12:04","2","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitAtCharacterIdxToColumns-0(SplitOnString\nToRows-1(getInputFromFile())) (t599_0.5)
From:
","1953205436",NULL,NULL,"1","0","0","1","1","20","1","20","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","20","2","39","19","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
